,id,content
0,32367872-10e4-3788-8b13-e8eefc7b630e,"{'id': '32367872-10e4-3788-8b13-e8eefc7b630e', 'contentType': 'STORY', 'title': 'The Cumberland taps TCS for core system overhaul', 'description': '', 'summary': ""The partnership aims to “future-proof” The Cumberland's banking infrastructure and enhance service flexibility at its branches."", 'pubDate': '2025-03-21T12:17:28Z', 'displayTime': '2025-03-21T12:17:28Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/retail_banker_international_407/074eba11360eb8e40d8692cd12a7bdec', 'originalWidth': 1440, 'originalHeight': 810, 'caption': 'The collaboration will enable the implementation of TCS BaNCS for Core Banking to improve operational efficiency. Credit: Tada Images/Shutterstock.', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/x72i_u96jk67chbrYr4_kw--~B/aD04MTA7dz0xNDQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/retail_banker_international_407/074eba11360eb8e40d8692cd12a7bdec', 'width': 1440, 'height': 810, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/BtePQkfuz0BN.xldm3TnEw--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/retail_banker_international_407/074eba11360eb8e40d8692cd12a7bdec', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Retail Banker International', 'url': 'https://www.globaldata.com/'}, 'canonicalUrl': {'url': 'https://www.retailbankerinternational.com/news/the-cumberland-taps-tcs-overhaul/', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/cumberland-taps-tcs-core-system-121728910.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
1,b6bafb36-d90a-35f1-b9cc-aa9e60767ad4,"{'id': 'b6bafb36-d90a-35f1-b9cc-aa9e60767ad4', 'contentType': 'STORY', 'title': 'TCS partners with Salesforce to enhance AI solutions', 'description': '', 'summary': 'This collaboration aims to drive value from AI by launching three initiatives: Semiconductor Sales Accelerator, Seller for the Future, and Digital Field Service.', 'pubDate': '2025-02-20T12:21:50Z', 'displayTime': '2025-02-20T12:21:50Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/verdict_626/7f90ee717ead4d3072ec51d53c35a35a', 'originalWidth': 1440, 'originalHeight': 810, 'caption': 'TCS highlights that a major challenge in AI adoption is unlocking the true value of data', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/NSb5_SKvq8z_IQHtlCIJHw--~B/aD04MTA7dz0xNDQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/verdict_626/7f90ee717ead4d3072ec51d53c35a35a', 'width': 1440, 'height': 810, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/iOPT.QXpk6.tJEw8fXMX4g--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/verdict_626/7f90ee717ead4d3072ec51d53c35a35a', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Verdict', 'url': 'https://www.globaldata.com/'}, 'canonicalUrl': {'url': 'https://www.verdict.co.uk/tcs-partners-with-salesforce/', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/tcs-partners-salesforce-enhance-ai-122150543.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
2,7248698b-a245-34ae-95f1-fb77eb28aebe,"{'id': '7248698b-a245-34ae-95f1-fb77eb28aebe', 'contentType': 'STORY', 'title': 'TCS opens new AI-driven delivery centre in France', 'description': '', 'summary': 'The new facility will utilise technologies such as AI, generative AI, machine learning, and data analytics to support customers in aerospace and related industries.', 'pubDate': '2025-01-21T09:36:59Z', 'displayTime': '2025-01-21T09:36:59Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/verdict_626/2a570672bf66a3aeb37991c0fddf9dfe', 'originalWidth': 1440, 'originalHeight': 810, 'caption': 'This is TCS’s fourth delivery centre in France', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/_zrglbVD6OvXA8MuCj0v5A--~B/aD04MTA7dz0xNDQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/verdict_626/2a570672bf66a3aeb37991c0fddf9dfe', 'width': 1440, 'height': 810, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/1ibKq2hnnxOioG936rX7OQ--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/verdict_626/2a570672bf66a3aeb37991c0fddf9dfe', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Verdict', 'url': 'https://www.globaldata.com/'}, 'canonicalUrl': {'url': 'https://www.verdict.co.uk/tcs-opens-new-france-centre/', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/tcs-opens-ai-driven-delivery-093659621.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
3,3b6e0ddc-0947-32fe-b398-56fc402f65a4,"{'id': '3b6e0ddc-0947-32fe-b398-56fc402f65a4', 'contentType': 'STORY', 'title': 'TCS study finds growing consumer interest in EVs', 'description': '', 'summary': 'Two-thirds of global consumers consider EVs for their next vehicle, but charging and sustainability concerns persist.', 'pubDate': '2025-01-15T16:47:31Z', 'displayTime': '2025-01-15T16:47:31Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/motor_finance_444/017427e387c159a604193fe176ac9de9', 'originalWidth': 612, 'originalHeight': 459, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/RqLgkU0CejaPCyUn9glbCw--~B/aD00NTk7dz02MTI7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/motor_finance_444/017427e387c159a604193fe176ac9de9', 'width': 612, 'height': 459, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/ce0whNv9Z5p_iP.kCZuW_Q--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/motor_finance_444/017427e387c159a604193fe176ac9de9', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Motor Finance', 'url': 'https://www.globaldata.com/'}, 'canonicalUrl': {'url': 'https://www.motorfinanceonline.com/news/tcs-study-finds-growing-consumer-interest-in-evs/', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/tcs-study-finds-growing-consumer-164731771.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
4,4006d071-e0fe-30d2-846a-452a79531469,"{'id': '4006d071-e0fe-30d2-846a-452a79531469', 'contentType': 'STORY', 'title': 'Tata Consultancy Services Ltd (BOM:532540) Q3 2025 Earnings Call Highlights: Resilient Growth ...', 'description': '', 'summary': 'Despite strong contract wins and improved margins, Tata Consultancy Services Ltd (BOM:532540) faces regional revenue declines and execution challenges.', 'pubDate': '2025-01-10T07:00:43Z', 'displayTime': '2025-01-10T07:00:43Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': None, 'provider': {'displayName': 'GuruFocus.com', 'url': 'http://www.gurufocus.com/'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/news/tata-consultancy-services-ltd-bom-070043240.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/tata-consultancy-services-ltd-bom-070043240.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
5,e39ce9c4-9479-3f12-807b-8f275eb981d1,"{'id': 'e39ce9c4-9479-3f12-807b-8f275eb981d1', 'contentType': 'STORY', 'title': 'TCS Shares Gain After IT Firm Predicts Rising Tech Spending', 'description': '', 'summary': ""(Bloomberg) -- Sign up for the India Edition newsletter by Menaka Doshi – an insider's guide to the emerging economic powerhouse, and the billionaires and businesses behind its rise, delivered weekly.Most Read from BloombergThese Homes Withstood the LA Fires. Architects Explain WhyAs E-Bikes Boom in NYC, Some Call for More RegulationsA Blueprint for Better Bike LanesShares of Tata Consultancy Services Ltd. advanced after the company predicted an increase in technology spending by corporations, s"", 'pubDate': '2025-01-10T04:16:56Z', 'displayTime': '2025-01-10T04:16:56Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/bloomberg_technology_68/3cf8d598f7942923b54e83c88ff03a50', 'originalWidth': 1200, 'originalHeight': 675, 'caption': '', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/N9blMubQVlyppKsXZDownw--~B/aD02NzU7dz0xMjAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/bloomberg_technology_68/3cf8d598f7942923b54e83c88ff03a50', 'width': 1200, 'height': 675, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/JPz4UHrcBWyyAyvURzwq7A--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/bloomberg_technology_68/3cf8d598f7942923b54e83c88ff03a50', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Bloomberg', 'url': 'https://www.bloomberg.com/'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/news/tcs-misses-estimates-sign-spending-112723344.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/tcs-misses-estimates-sign-spending-112723344.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
6,cb0c9c98-4eb3-3ed7-ac05-8643e3926ed0,"{'id': 'cb0c9c98-4eb3-3ed7-ac05-8643e3926ed0', 'contentType': 'STORY', 'title': ""India's TCS jumps 6% as CEO signals potential demand revival"", 'description': '', 'summary': ""(Reuters) -Shares of India's Tata Consultancy Services rose 6% on Friday, set for the best day since July, as investors overlooked the company's tepid performance in North America and focused on the CEO's remarks signalling a potential revival in demand.  We see more confidence in discretionary programmes as clients were taking lesser time to sign deals, CEO K Krithivasan told reporters in a post-earnings press conference on Thursday.  Krithivasan also expressed confidence that Donald Trump, set to be inaugurated as the next U.S. President later this month, would help restore client confidence and boost discretionary spending in North America."", 'pubDate': '2025-01-10T03:48:31Z', 'displayTime': '2025-01-10T06:36:13Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/reuters.com/81f67ce02ef40d66bf205676eb8ac962', 'originalWidth': 800, 'originalHeight': 505, 'caption': 'Illustration shows TCS: Tata Consultancy Services logo', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/py0IxnKvV.ty2CmakQ1HAg--~B/aD01MDU7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/81f67ce02ef40d66bf205676eb8ac962', 'width': 800, 'height': 505, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/oyDQI2ZBIHvtHhOtD_y94w--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/81f67ce02ef40d66bf205676eb8ac962', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Reuters', 'url': 'https://www.reuters.com/'}, 'canonicalUrl': {'url': 'https://sg.finance.yahoo.com/news/indias-tcs-jumps-4-pre-034831321.html', 'site': 'finance', 'region': 'SG', 'lang': 'en-SG'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/indias-tcs-jumps-4-pre-034831321.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
7,b78c14e6-c896-324a-b895-1b5052f68c62,"{'id': 'b78c14e6-c896-324a-b895-1b5052f68c62', 'contentType': 'STORY', 'title': 'Indian shares log weekly losses as earnings worries overshadow IT gains', 'description': '', 'summary': '(Reuters) -Indian bluechip indexes fell on Friday and logged weekly losses on worries about corporate earnings, while IT stocks gained after comments from sector-leader TCS indicated early signs of a demand revival.  The Nifty 50 shed 0.4% to 23,431.5 points, while the BSE Sensex declined 0.31% to 77,378.91.  Twelve of the 13 major sectors logged weekly losses.', 'pubDate': '2025-01-10T02:37:30Z', 'displayTime': '2025-01-10T10:15:40Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/reuters.com/e41cc7a58e52edced6e47c1653f1a3a5', 'originalWidth': 800, 'originalHeight': 569, 'caption': 'A broker reacts while trading at his computer terminal at a stock brokerage firm in Mumbai', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/xib6f_A36rRiW4vYiLu1cA--~B/aD01Njk7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/e41cc7a58e52edced6e47c1653f1a3a5', 'width': 800, 'height': 569, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/iZhbFkN.GSQaHbroidjJUw--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters.com/e41cc7a58e52edced6e47c1653f1a3a5', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Reuters', 'url': 'https://www.reuters.com/'}, 'canonicalUrl': {'url': 'https://sg.finance.yahoo.com/news/indian-shares-set-muted-start-023730144.html', 'site': 'finance', 'region': 'SG', 'lang': 'en-SG'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/indian-shares-set-muted-start-023730144.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
8,58b772bc-2d57-387b-b9db-f1d6bff4a94f,"{'id': '58b772bc-2d57-387b-b9db-f1d6bff4a94f', 'contentType': 'STORY', 'title': 'Indian shares set for a muted start, with the focus on TCS', 'description': '', 'summary': 'The Nifty 50 and BSE Sensex have lost about 2% each so far this week due to sustained foreign outflows amid fears of a slowdown in corporate earnings as well as the rising potential for fewer U.S. rate cuts, which makes emerging markets a less attractive investment.  Tata Consultancy Services posted roughly in-line third-quarter results, kicking off the quarterly earnings season, and gave, what analysts said was, encouraging signs about the revival of client spending, particularly in the key U.S. market.', 'pubDate': '2025-01-10T02:37:30Z', 'displayTime': '2025-01-10T02:37:30Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/reuters-finance.com/e41cc7a58e52edced6e47c1653f1a3a5', 'originalWidth': 800, 'originalHeight': 569, 'caption': 'A broker reacts while trading at his computer terminal at a stock brokerage firm in Mumbai', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/Vm.Nh92.5ImFRJi5lp1rVg--~B/aD01Njk7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters-finance.com/e41cc7a58e52edced6e47c1653f1a3a5', 'width': 800, 'height': 569, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/JDeHGTfEwuxBXSqnS1HJ8w--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters-finance.com/e41cc7a58e52edced6e47c1653f1a3a5', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Reuters', 'url': 'http://www.reuters.com/'}, 'canonicalUrl': {'url': 'https://finance.yahoo.com/news/indian-shares-set-muted-start-023730172.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/indian-shares-set-muted-start-023730172.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
9,a45ad4d9-0c27-383a-bd96-bd09a5642cf2,"{'id': 'a45ad4d9-0c27-383a-bd96-bd09a5642cf2', 'contentType': 'STORY', 'title': 'Flying taxi startup ePlane collaborates with TCS', 'description': '', 'summary': 'Under the partnership, the companies aim to create “transformative” solutions addressing urban challenges such as congestion.', 'pubDate': '2025-01-09T11:54:06Z', 'displayTime': '2025-01-09T11:54:06Z', 'isHosted': True, 'bypassModal': False, 'previewUrl': None, 'thumbnail': {'originalUrl': 'https://media.zenfs.com/en/verdict_626/c8887b784128d8eca895fcd813d4dfc2', 'originalWidth': 1440, 'originalHeight': 810, 'caption': 'The company is developing the e200x', 'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/Z2frmjxuL.HANskOvn.cOw--~B/aD04MTA7dz0xNDQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/verdict_626/c8887b784128d8eca895fcd813d4dfc2', 'width': 1440, 'height': 810, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/hHTYmrUJ8ygJTJAdWSW_RQ--~B/Zmk9c3RyaW07aD0xMjg7dz0xNzA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/verdict_626/c8887b784128d8eca895fcd813d4dfc2', 'width': 170, 'height': 128, 'tag': '170x128'}]}, 'provider': {'displayName': 'Verdict', 'url': 'https://www.globaldata.com/'}, 'canonicalUrl': {'url': 'https://www.verdict.co.uk/eplane-collaborates-with-tcs/', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'clickThroughUrl': {'url': 'https://finance.yahoo.com/news/flying-taxi-startup-eplane-collaborates-115406212.html', 'site': 'finance', 'region': 'US', 'lang': 'en-US'}, 'metadata': {'editorsPick': False}, 'finance': {'premiumFinance': {'isPremiumNews': False, 'isPremiumFreeNews': False}}, 'storyline': None}"
